Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeddays,AllStaffedBeddaysQF,TotalOccupiedBeddays,TotalOccupiedBeddaysQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
2019Q4,,S08000031,,S08000031,d,C3,,Anaesthetics,,857,,345,,9.315217391304348,,3.75,,40.25670945157526,
2020Q1,,S08000031,,C418H,,C3,,Anaesthetics,,52,,52,,0.5714285714285714,,0.5714285714285714,,100,
2020Q1,,S08000031,,G107H,,C3,,Anaesthetics,,153,,106,,1.6813186813186811,,1.164835164835165,,69.281045751634,
2020Q1,,S08000031,,G207H,,C3,,Anaesthetics,,3,,3,,0.03296703296703297,,0.03296703296703297,,100,
2020Q1,,S08000031,,G306H,,C3,,Anaesthetics,,9,,9,,0.0989010989010989,,0.0989010989010989,,100,
2020Q1,,S08000031,,G405H,,C3,,Anaesthetics,,145,,145,,1.5934065934065933,,1.5934065934065933,,100,
2020Q1,,S08000031,,S08000031,d,C3,,Anaesthetics,,947,,328,,10.406593406593409,,3.604395604395605,,34.63569165786694,
2020Q2,,S08000031,,C313H,,C3,,Anaesthetics,,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
2020Q2,,S08000031,,C418H,,C3,,Anaesthetics,,39,,39,,0.42857142857142855,,0.42857142857142855,,100,
2020Q2,,S08000031,,G107H,,C3,,Anaesthetics,,244,,99,,2.681318681318681,,1.0879120879120878,,40.57377049180328,
2020Q2,,S08000031,,G405H,,C3,,Anaesthetics,,703,,703,,7.725274725274725,,7.725274725274725,,100,
2020Q2,,S08000031,,S08000031,d,C3,,Anaesthetics,,2135,,842,,23.46153846153846,,9.252747252747254,,39.43793911007026,
2020Q3,,S08000031,,C313H,,C3,,Anaesthetics,,2,,2,,0.0217391304347826,,0.0217391304347826,,100,
2020Q3,,S08000031,,C418H,,C3,,Anaesthetics,,60,,60,,0.6521739130434783,,0.6521739130434783,,100,
2020Q3,,S08000031,,G107H,,C3,,Anaesthetics,,147,,71,,1.5978260869565215,,0.7717391304347826,,48.29931972789115,
2020Q3,,S08000031,,G405H,,C3,,Anaesthetics,,190,,190,,2.0652173913043477,,2.0652173913043477,,100,
2020Q3,,S08000031,,S08000031,d,C3,,Anaesthetics,,1389,,327,,15.097826086956522,,3.5543478260869565,,23.542116630669547,
2020Q4,,S08000031,,C418H,,C3,,Anaesthetics,,28,,28,,0.30434782608695654,,0.30434782608695654,,100,
2020Q4,,S08000031,,G107H,,C3,,Anaesthetics,,119,,51,,1.2934782608695652,,0.5543478260869565,,42.85714285714286,
2020Q4,,S08000031,,G306H,,C3,,Anaesthetics,,4,,4,,0.04347826086956521,,0.04347826086956521,,100,
2020Q4,,S08000031,,G405H,,C3,,Anaesthetics,,459,,361,,4.989130434782608,,3.9239130434782608,,78.64923747276688,
2020Q4,,S08000031,,S08000031,d,C3,,Anaesthetics,,1554,,444,,16.891304347826086,,4.826086956521739,,28.571428571428577,
2021Q1,,S08000031,,C313H,,C3,,Anaesthetics,,1,,1,,0.01111111111111111,,0.01111111111111111,,100,
2021Q1,,S08000031,,C418H,,C3,,Anaesthetics,,28,,28,,0.3111111111111111,,0.3111111111111111,,100,
2021Q1,,S08000031,,G107H,,C3,,Anaesthetics,,116,,74,,1.288888888888889,,0.8222222222222222,,63.79310344827586,
2021Q1,,S08000031,,G405H,,C3,,Anaesthetics,,570,,401,,6.333333333333333,,4.455555555555556,,70.35087719298247,
2021Q1,,S08000031,,S08000031,d,C3,,Anaesthetics,,1665,,504,,18.5,,5.6,,30.270270270270267,
2021Q2,,S08000031,,C313H,,C3,,Anaesthetics,,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
2021Q2,,S08000031,,C418H,,C3,,Anaesthetics,,25,,25,,0.27472527472527475,,0.27472527472527475,,100,
2021Q2,,S08000031,,G107H,,C3,,Anaesthetics,,142,,89,,1.5604395604395604,,0.978021978021978,,62.67605633802816,
2021Q2,,S08000031,,G306H,,C3,,Anaesthetics,,5,,5,,0.05494505494505494,,0.05494505494505494,,100,
2021Q2,,S08000031,,G405H,,C3,,Anaesthetics,,696,,367,,7.648351648351649,,4.032967032967033,,52.72988505747126,
2021Q2,,S08000031,,S08000031,d,C3,,Anaesthetics,,1678,,487,,18.43956043956044,,5.351648351648351,,29.02264600715137,
2021Q3,,S08000031,,C313H,,C3,,Anaesthetics,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2021Q3,,S08000031,,C418H,,C3,,Anaesthetics,,30,,30,,0.32608695652173914,,0.32608695652173914,,100,
2021Q3,,S08000031,,G107H,,C3,,Anaesthetics,,250,,212,,2.717391304347826,,2.3043478260869565,,84.8,
2021Q3,,S08000031,,G306H,,C3,,Anaesthetics,,2,,2,,0.0217391304347826,,0.0217391304347826,,100,
2021Q3,,S08000031,,G405H,,C3,,Anaesthetics,,831,,603,,9.032608695652174,,6.554347826086956,,72.56317689530685,
2021Q3,,S08000031,,S08000031,d,C3,,Anaesthetics,,2031,,849,,22.07608695652174,,9.228260869565217,,41.802067946824224,
2021Q4,,S08000031,,C313H,,C3,,Anaesthetics,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2021Q4,,S08000031,,C418H,,C3,,Anaesthetics,,28,,28,,0.30434782608695654,,0.30434782608695654,,100,
2021Q4,,S08000031,,G107H,,C3,,Anaesthetics,,200,,87,,2.1739130434782608,,0.9456521739130436,,43.5,
2021Q4,,S08000031,,G405H,,C3,,Anaesthetics,,869,,666,,9.445652173913045,,7.239130434782608,,76.63981588032222,
2021Q4,,S08000031,,S08000031,d,C3,,Anaesthetics,,1595,,782,,17.33695652173913,,8.5,,49.028213166144205,
2022Q1,,S08000031,,C418H,,C3,,Anaesthetics,,45,,45,,0.5,,0.5,,100,
2022Q1,,S08000031,,G107H,,C3,,Anaesthetics,,223,,110,,2.477777777777778,,1.2222222222222223,,49.32735426008969,
2022Q1,,S08000031,,G405H,,C3,,Anaesthetics,,654,,363,,7.266666666666667,,4.033333333333333,,55.5045871559633,
2022Q1,,S08000031,,S08000031,d,C3,,Anaesthetics,,1834,,520,,20.377777777777776,,5.777777777777778,,28.353326063249728,
2022Q2,,S08000031,,C418H,,C3,,Anaesthetics,,25,,25,,0.27472527472527475,,0.27472527472527475,,100,
2022Q2,,S08000031,,G107H,,C3,,Anaesthetics,,182,,59,,2,,0.6483516483516484,,32.417582417582416,
2022Q2,,S08000031,,G405H,,C3,,Anaesthetics,,822,,668,,9.032967032967033,,7.34065934065934,,81.26520681265207,
2022Q2,,S08000031,,G516H,,C3,,Anaesthetics,,3,,3,,0.03296703296703297,,0.03296703296703297,,100,
2022Q2,,S08000031,,S08000031,d,C3,,Anaesthetics,,1751,,755,,19.24175824175824,,8.296703296703297,,43.118218161050834,
2022Q3,,S08000031,,C418H,,C3,,Anaesthetics,,20,,20,,0.21739130434782608,,0.21739130434782608,,100,
2022Q3,,S08000031,,G107H,,C3,,Anaesthetics,,223,,78,,2.4239130434782608,,0.8478260869565217,,34.97757847533632,
2022Q3,,S08000031,,G405H,,C3,,Anaesthetics,,696,,444,,7.565217391304348,,4.826086956521739,,63.793103448275865,
2022Q3,,S08000031,,S08000031,d,C3,,Anaesthetics,,1595,,543,,17.33695652173913,,5.9021739130434785,,34.043887147335425,
2022Q4,,S08000031,,C418H,,C3,,Anaesthetics,,32,,32,,0.34782608695652173,,0.34782608695652173,,100,
2022Q4,,S08000031,,G107H,,C3,,Anaesthetics,,212,,69,,2.3043478260869565,,0.75,,32.54716981132076,
2022Q4,,S08000031,,G405H,,C3,,Anaesthetics,,577,,370,,6.271739130434782,,4.021739130434782,,64.12478336221838,
2022Q4,,S08000031,,S08000031,d,C3,,Anaesthetics,,1544,,474,,16.782608695652176,,5.1521739130434785,,30.699481865284973,
2023Q1,,S08000031,,C418H,,C3,,Anaesthetics,,18,,18,,0.2,,0.2,,100,
2023Q1,,S08000031,,G107H,,C3,,Anaesthetics,,213,,54,,2.3666666666666667,,0.6,,25.352112676056336,
2023Q1,,S08000031,,G405H,,C3,,Anaesthetics,,548,,372,,6.088888888888889,,4.133333333333334,,67.88321167883213,
2023Q1,,S08000031,,S08000031,d,C3,,Anaesthetics,,1467,,444,,16.3,,4.933333333333334,,30.265848670756647,
2023Q2,,S08000031,,C418H,,C3,,Anaesthetics,,54,,54,,0.5934065934065934,,0.5934065934065934,,100,
2023Q2,,S08000031,,G107H,,C3,,Anaesthetics,,213,,85,,2.340659340659341,,0.934065934065934,,39.906103286384976,
2023Q2,,S08000031,,G405H,,C3,,Anaesthetics,,569,,387,,6.252747252747253,,4.252747252747253,,68.0140597539543,
2023Q2,,S08000031,,S08000031,d,C3,,Anaesthetics,,1554,,526,,17.076923076923077,,5.78021978021978,,33.84813384813385,
2023Q3,,S08000031,,C418H,,C3,,Anaesthetics,,93,,93,,1.0108695652173914,,1.0108695652173914,,100,
2023Q3,,S08000031,,G107H,,C3,,Anaesthetics,,188,,45,,2.0434782608695654,,0.4891304347826087,,23.936170212765955,
2023Q3,,S08000031,,G405H,,C3,,Anaesthetics,,542,,329,,5.891304347826087,,3.5760869565217392,,60.70110701107011,
2023Q3,,S08000031,,S08000031,d,C3,,Anaesthetics,,1601,,469,,17.402173913043477,,5.0978260869565215,,29.29419113054341,
2023Q4,,S08000031,,C313H,,C3,,Anaesthetics,,3,,3,,0.03260869565217391,,0.03260869565217391,,100,
2023Q4,,S08000031,,C418H,,C3,,Anaesthetics,,59,,59,,0.6413043478260869,,0.6413043478260869,,100,
2023Q4,,S08000031,,G107H,,C3,,Anaesthetics,,167,,112,,1.815217391304348,,1.2173913043478262,,67.06586826347306,
2023Q4,,S08000031,,G405H,,C3,,Anaesthetics,,480,,288,,5.217391304347826,,3.130434782608696,,60,
2023Q4,,S08000031,,S08000031,d,C3,,Anaesthetics,,1527,,463,,16.597826086956523,,5.032608695652174,,30.320890635232477,
2024Q1,,S08000031,,C418H,,C3,,Anaesthetics,,31,,31,,0.34065934065934067,,0.34065934065934067,,100,
2024Q1,,S08000031,,G107H,,C3,,Anaesthetics,,209,,56,,2.2967032967032965,,0.6153846153846154,,26.794258373205743,
2024Q1,,S08000031,,G306H,,C3,,Anaesthetics,,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
2024Q1,,S08000031,,G405H,,C3,,Anaesthetics,,357,,239,,3.923076923076923,,2.6263736263736264,,66.9467787114846,
2024Q1,,S08000031,,S08000031,d,C3,,Anaesthetics,,1216,,327,,13.362637362637363,,3.5934065934065935,,26.89144736842105,
2024Q2,,S08000031,,C313H,,C3,,Anaesthetics,,2,,2,,0.02197802197802198,,0.02197802197802198,,100,
2024Q2,,S08000031,,C418H,,C3,,Anaesthetics,,19,,19,,0.2087912087912088,,0.2087912087912088,,100,
2024Q2,,S08000031,,G107H,,C3,,Anaesthetics,,229,,60,,2.5164835164835164,,0.6593406593406593,,26.200873362445417,
2024Q2,,S08000031,,G405H,,C3,,Anaesthetics,,362,,183,,3.978021978021978,,2.010989010989011,,50.552486187845304,
2024Q2,,S08000031,,S08000031,d,C3,,Anaesthetics,,1218,,271,,13.384615384615383,,2.978021978021978,,22.2495894909688,
2024Q3,,S08000031,,C418H,,C3,,Anaesthetics,,45,,45,,0.4891304347826087,,0.4891304347826087,,100,
2024Q3,,S08000031,,G107H,,C3,,Anaesthetics,,458,,65,,4.978260869565218,,0.7065217391304348,,14.192139737991264,
2024Q3,,S08000031,,G405H,,C3,,Anaesthetics,,581,,330,,6.315217391304348,,3.5869565217391304,,56.79862306368331,
2024Q3,,S08000031,,S08000031,d,C3,,Anaesthetics,,1818,,440,,19.76086956521739,,4.782608695652174,,24.202420242024203,
2024Q4,p,S08000031,,C418H,,C3,,Anaesthetics,,51,,51,,0.5543478260869565,,0.5543478260869565,,100,
2024Q4,p,S08000031,,G107H,,C3,,Anaesthetics,,213,,63,,2.3152173913043477,,0.6847826086956522,,29.5774647887324,
2024Q4,p,S08000031,,G306H,,C3,,Anaesthetics,,2,,2,,0.0217391304347826,,0.0217391304347826,,100,
2024Q4,p,S08000031,,G405H,,C3,,Anaesthetics,,422,,320,,4.586956521739131,,3.4782608695652173,,75.82938388625593,
2024Q4,p,S08000031,,S08000031,d,C3,,Anaesthetics,,1235,,436,,13.423913043478262,,4.739130434782608,,35.30364372469636,
2019Q4,,S08000031,,C206H,,A2,,Cardiology,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2019Q4,,S08000031,,C313H,,A2,,Cardiology,,575,,476,,6.25,,5.173913043478261,,82.78260869565217,
2019Q4,,S08000031,,C418H,,A2,,Cardiology,,1364,,1199,,14.826086956521738,,13.032608695652174,,87.90322580645162,
2019Q4,,S08000031,,G107H,,A2,,Cardiology,,6628,,6139,,72.04347826086956,,66.72826086956522,,92.6222088111044,
2019Q4,,S08000031,,G306H,,A2,,Cardiology,,2,,2,,0.0217391304347826,,0.0217391304347826,,100,
2019Q4,,S08000031,,G405H,,A2,,Cardiology,,5527,,5248,,60.07608695652174,,57.04347826086956,,94.95205355527408,
2019Q4,,S08000031,,G516H,,A2,,Cardiology,,4,,4,,0.04347826086956521,,0.04347826086956521,,100,
2019Q4,,S08000031,,S08000031,d,A2,,Cardiology,,14827,,13584,,161.16304347826087,,147.65217391304347,,91.61664530923316,
2020Q1,,S08000031,,C206H,,A2,,Cardiology,,5,,5,,0.05494505494505494,,0.05494505494505494,,100,
2020Q1,,S08000031,,C313H,,A2,,Cardiology,,602,,429,,6.615384615384615,,4.714285714285714,,71.26245847176081,
2020Q1,,S08000031,,C418H,,A2,,Cardiology,,1203,,983,,13.21978021978022,,10.802197802197805,,81.71238570241066,
2020Q1,,S08000031,,G107H,,A2,,Cardiology,,5940,,5349,,65.27472527472527,,58.78021978021978,,90.05050505050505,
2020Q1,,S08000031,,G207H,,A2,,Cardiology,,2,,2,,0.02197802197802198,,0.02197802197802198,,100,
2020Q1,,S08000031,,G306H,,A2,,Cardiology,,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
2020Q1,,S08000031,,G405H,,A2,,Cardiology,,5709,,4836,,62.73626373626374,,53.142857142857146,,84.70835522858644,
2020Q1,,S08000031,,G516H,,A2,,Cardiology,,10,,10,,0.10989010989010987,,0.10989010989010987,,100,
2020Q1,,S08000031,,S08000031,d,A2,,Cardiology,,14204,,12010,,156.0879120879121,,131.978021978022,,84.55364686003944,
2020Q2,,S08000031,,C313H,,A2,,Cardiology,,393,,76,,4.318681318681318,,0.8351648351648352,,19.338422391857502,
2020Q2,,S08000031,,C418H,,A2,,Cardiology,,878,,658,,9.648351648351648,,7.230769230769231,,74.94305239179954,
2020Q2,,S08000031,,G107H,,A2,,Cardiology,,3207,,2408,,35.24175824175824,,26.46153846153846,,75.08574992204552,
2020Q2,,S08000031,,G405H,,A2,,Cardiology,,4776,,2814,,52.48351648351648,,30.923076923076923,,58.91959798994974,
2020Q2,,S08000031,,S08000031,d,A2,,Cardiology,,9698,,6321,,106.57142857142856,,69.46153846153847,,65.17838729634977,
2020Q3,,S08000031,,C206H,,A2,,Cardiology,,4,,4,,0.04347826086956521,,0.04347826086956521,,100,
2020Q3,,S08000031,,C313H,,A2,,Cardiology,,487,,339,,5.293478260869565,,3.684782608695652,,69.60985626283367,
2020Q3,,S08000031,,C418H,,A2,,Cardiology,,924,,836,,10.043478260869565,,9.08695652173913,,90.47619047619048,
2020Q3,,S08000031,,G107H,,A2,,Cardiology,,5224,,4285,,56.78260869565217,,46.57608695652174,,82.02526799387442,
2020Q3,,S08000031,,G207H,,A2,,Cardiology,,10,,10,,0.10869565217391304,,0.10869565217391304,,100,
2020Q3,,S08000031,,G405H,,A2,,Cardiology,,4770,,4224,,51.84782608695652,,45.91304347826087,,88.55345911949685,
2020Q3,,S08000031,,G516H,,A2,,Cardiology,,5,,5,,0.05434782608695652,,0.05434782608695652,,100,
2020Q3,,S08000031,,S08000031,d,A2,,Cardiology,,12236,,10059,,133,,109.33695652173913,,82.20823798627002,
2020Q4,,S08000031,,C206H,,A2,,Cardiology,,2,,2,,0.0217391304347826,,0.0217391304347826,,100,
2020Q4,,S08000031,,C313H,,A2,,Cardiology,,690,,500,,7.5,,5.434782608695652,,72.46376811594203,
2020Q4,,S08000031,,C418H,,A2,,Cardiology,,971,,869,,10.554347826086955,,9.445652173913045,,89.49536560247167,
2020Q4,,S08000031,,G107H,,A2,,Cardiology,,6095,,4294,,66.25,,46.67391304347826,,70.45118949958983,
2020Q4,,S08000031,,G207H,,A2,,Cardiology,,10,,10,,0.10869565217391304,,0.10869565217391304,,100,
2020Q4,,S08000031,,G306H,,A2,,Cardiology,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2020Q4,,S08000031,,G405H,,A2,,Cardiology,,4238,,3833,,46.06521739130435,,41.66304347826087,,90.4436054742803,
2020Q4,,S08000031,,S08000031,d,A2,,Cardiology,,12852,,10006,,139.69565217391303,,108.7608695652174,,77.8555866791161,
2021Q1,,S08000031,,C206H,,A2,,Cardiology,,5,,5,,0.05555555555555555,,0.05555555555555555,,100,
2021Q1,,S08000031,,C313H,,A2,,Cardiology,,579,,341,,6.433333333333334,,3.7888888888888888,,58.89464594127806,
2021Q1,,S08000031,,C418H,,A2,,Cardiology,,938,,844,,10.422222222222222,,9.377777777777778,,89.97867803837953,
2021Q1,,S08000031,,G107H,,A2,,Cardiology,,6054,,4476,,67.26666666666667,,49.733333333333334,,73.93458870168483,
2021Q1,,S08000031,,G306H,,A2,,Cardiology,,1,,1,,0.01111111111111111,,0.01111111111111111,,100,
2021Q1,,S08000031,,G405H,,A2,,Cardiology,,4311,,4103,,47.9,,45.58888888888889,,95.17513337972628,
2021Q1,,S08000031,,G516H,,A2,,Cardiology,,6,,6,,0.06666666666666667,,0.06666666666666667,,100,
2021Q1,,S08000031,,S08000031,d,A2,,Cardiology,,12744,,10224,,141.6,,113.6,,80.22598870056498,
2021Q2,,S08000031,,C206H,,A2,,Cardiology,,12,,12,,0.13186813186813187,,0.13186813186813187,,100,
2021Q2,,S08000031,,C313H,,A2,,Cardiology,,697,,501,,7.65934065934066,,5.5054945054945055,,71.87948350071736,
2021Q2,,S08000031,,C418H,,A2,,Cardiology,,1114,,942,,12.24175824175824,,10.351648351648352,,84.56014362657093,
2021Q2,,S08000031,,G107H,,A2,,Cardiology,,6362,,5039,,69.91208791208791,,55.37362637362637,,79.2046526249607,
2021Q2,,S08000031,,G207H,,A2,,Cardiology,,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
2021Q2,,S08000031,,G405H,,A2,,Cardiology,,5067,,4909,,55.68131868131868,,53.94505494505494,,96.88178409315177,
2021Q2,,S08000031,,G516H,,A2,,Cardiology,,12,,12,,0.13186813186813187,,0.13186813186813187,,100,
2021Q2,,S08000031,,S08000031,d,A2,,Cardiology,,14223,,12058,,156.2967032967033,,132.5054945054945,,84.77817619348941,
2021Q3,,S08000031,,C206H,,A2,,Cardiology,,3,,3,,0.03260869565217391,,0.03260869565217391,,100,
2021Q3,,S08000031,,C313H,,A2,,Cardiology,,738,,607,,8.021739130434783,,6.5978260869565215,,82.24932249322492,
2021Q3,,S08000031,,C418H,,A2,,Cardiology,,1333,,1162,,14.48913043478261,,12.630434782608695,,87.17179294823706,
2021Q3,,S08000031,,G107H,,A2,,Cardiology,,6588,,5150,,71.6086956521739,,55.97826086956522,,78.17243472981178,
2021Q3,,S08000031,,G405H,,A2,,Cardiology,,4996,,4889,,54.30434782608695,,53.141304347826086,,97.85828662930344,
2021Q3,,S08000031,,G516H,,A2,,Cardiology,,8,,8,,0.08695652173913043,,0.08695652173913043,,100,
2021Q3,,S08000031,,S08000031,d,A2,,Cardiology,,14559,,12310,,158.25,,133.80434782608697,,84.55251047462052,
2021Q4,,S08000031,,C206H,,A2,,Cardiology,,6,,6,,0.06521739130434782,,0.06521739130434782,,100,
2021Q4,,S08000031,,C313H,,A2,,Cardiology,,732,,596,,7.956521739130435,,6.478260869565218,,81.4207650273224,
2021Q4,,S08000031,,C418H,,A2,,Cardiology,,1328,,1217,,14.434782608695652,,13.228260869565217,,91.64156626506023,
2021Q4,,S08000031,,G107H,,A2,,Cardiology,,6460,,4944,,70.21739130434783,,53.73913043478261,,76.53250773993808,
2021Q4,,S08000031,,G405H,,A2,,Cardiology,,4768,,4588,,51.82608695652174,,49.869565217391305,,96.2248322147651,
2021Q4,,S08000031,,G516H,,A2,,Cardiology,,2,,2,,0.0217391304347826,,0.0217391304347826,,100,
2021Q4,,S08000031,,S08000031,d,A2,,Cardiology,,14238,,12085,,154.7608695652174,,131.3586956521739,,84.87849417052956,
2022Q1,,S08000031,,C206H,,A2,,Cardiology,,8,,8,,0.08888888888888889,,0.08888888888888889,,100,
2022Q1,,S08000031,,C313H,,A2,,Cardiology,,830,,383,,9.22222222222222,,4.2555555555555555,,46.144578313253014,
2022Q1,,S08000031,,C418H,,A2,,Cardiology,,1343,,1232,,14.922222222222222,,13.688888888888888,,91.734921816828,
2022Q1,,S08000031,,G107H,,A2,,Cardiology,,6242,,4726,,69.35555555555555,,52.51111111111111,,75.71291252803589,
2022Q1,,S08000031,,G405H,,A2,,Cardiology,,4934,,4838,,54.82222222222222,,53.75555555555555,,98.05431698419132,
2022Q1,,S08000031,,G516H,,A2,,Cardiology,,23,,23,,0.25555555555555554,,0.25555555555555554,,100,
2022Q1,,S08000031,,S08000031,d,A2,,Cardiology,,14274,,11930,,158.6,,132.55555555555554,,83.57853439820653,
2022Q2,,S08000031,,C206H,,A2,,Cardiology,,8,,8,,0.08791208791208792,,0.08791208791208792,,100,
2022Q2,,S08000031,,C313H,,A2,,Cardiology,,914,,602,,10.043956043956044,,6.615384615384615,,65.86433260393872,
2022Q2,,S08000031,,C418H,,A2,,Cardiology,,1345,,1236,,14.78021978021978,,13.582417582417582,,91.89591078066914,
2022Q2,,S08000031,,G107H,,A2,,Cardiology,,6418,,5167,,70.52747252747253,,56.78021978021978,,80.5079464007479,
2022Q2,,S08000031,,G405H,,A2,,Cardiology,,5248,,5165,,57.67032967032967,,56.75824175824176,,98.4184451219512,
2022Q2,,S08000031,,G516H,,A2,,Cardiology,,16,,16,,0.17582417582417584,,0.17582417582417584,,100,
2022Q2,,S08000031,,S08000031,d,A2,,Cardiology,,14867,,12864,,163.37362637362637,,141.36263736263737,,86.52720791013655,
2022Q3,,S08000031,,C206H,,A2,,Cardiology,,3,,3,,0.03260869565217391,,0.03260869565217391,,100,
2022Q3,,S08000031,,C313H,,A2,,Cardiology,,778,,408,,8.456521739130435,,4.434782608695652,,52.44215938303341,
2022Q3,,S08000031,,C418H,,A2,,Cardiology,,1242,,1117,,13.5,,12.141304347826088,,89.93558776167473,
2022Q3,,S08000031,,G107H,,A2,,Cardiology,,6351,,5006,,69.03260869565217,,54.41304347826087,,78.82223271925682,
2022Q3,,S08000031,,G207H,,A2,,Cardiology,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2022Q3,,S08000031,,G405H,,A2,,Cardiology,,5011,,4882,,54.46739130434783,,53.06521739130435,,97.42566354021152,
2022Q3,,S08000031,,G516H,,A2,,Cardiology,,5,,5,,0.05434782608695652,,0.05434782608695652,,100,
2022Q3,,S08000031,,S08000031,d,A2,,Cardiology,,14238,,12159,,154.7608695652174,,132.16304347826087,,85.39823008849558,
2022Q4,,S08000031,,C206H,,A2,,Cardiology,,11,,11,,0.11956521739130437,,0.11956521739130437,,100,
